uid,location,age
1853,usa,57.0
1854,usa,29.0
1855,united kingdom,46.0
1856,usa,29.0
1857,usa,39.0
1858,new zealand,38.0
1860,germany,43.0
1861,usa,21.0
1862,usa,60.0
1864,usa,34.0
1865,united kingdom,52.0
1866,usa,29.0
1868,germany,19.0
1870,usa,60.0
1871,portugal,51.0
1872,india,27.0
1873,germany,52.0
1874,usa,36.0
1875,australia,50.0
1876,usa,32.0
1877,usa,47.0
1878,netherlands,18.0
1879,usa,30.0
1880,united kingdom,36.0
1882,pakistan,30.0
1883,usa,20.0
1884,pakistan,30.0
1885,usa,27.0
1886,usa,37.0
1887,usa,14.0
1888,canada,51.0
1889,usa,46.0
1890,united kingdom,24.0
1893,spain,31.0
1894,norway,53.0
1895,ireland,30.0
1896,usa,13.0
1897,usa,58.0
1899,usa,35.0
1902,netherlands,18.0
1904,australia,14.0
1906,germany,24.0
1907,spain,32.0
1908,spain,33.0
1909,usa,38.0
1911,usa,52.0
1912,germany,35.0
1913,canada,47.0
1914,spain,27.0
1915,usa,48.0
1916,spain,17.0
1917,singapore,33.0
1918,united kingdom,23.0
1919,malaysia,20.0
1920,sweden,27.0
1925,usa,42.0
1926,usa,31.0
1927,usa,20.0
1929,canada,43.0
1931,portugal,40.0
1932,usa,34.0
1934,finland,18.0
1935,usa,23.0
1936,usa,24.0
1939,japan,29.0
1940,usa,34.0
1941,usa,47.0
1942,usa,46.0
1943,germany,61.0
1944,italy,25.0
1946,usa,23.0
1947,canada,57.0
1948,usa,34.0
1949,usa,43.0
1950,united kingdom,29.0
1952,spain,23.0
1953,united kingdom,22.0
1955,usa,3.0
1957,usa,41.0
1958,usa,23.0
1959,spain,20.0
1962,sweden,29.0
1963,australia,24.0
1964,usa,30.0
1967,sweden,19.0
1968,usa,31.0
1970,italy,47.0
1971,usa,25.0
1972,usa,20.0
1974,italy,42.0
1975,usa,44.0
1976,usa,41.0
1977,netherlands,24.0
1978,usa,17.0
1979,brazil,28.0
1980,romania,74.0
1981,malaysia,32.0
1982,germany,34.0
1985,germany,39.0
1988,usa,33.0
1989,usa,27.0
1991,usa,31.0
1992,italy,52.0
1994,usa,22.0
1997,usa,16.0
1998,tel-aviv,33.0
1999,usa,26.0
2000,india,19.0
2001,brazil,24.0
2002,united kingdom,28.0
2003,united kingdom,21.0
2004,argentina,33.0
2005,italy,30.0
2006,germany,33.0
2007,austria,53.0
2008,canada,17.0
2011,usa,28.0
2014,brazil,36.0
2015,germany,59.0
2016,usa,39.0
2017,united kingdom,47.0
2018,canada,21.0
2020,canada,42.0
2021,canada,28.0
2022,new zealand,50.0
2023,netherlands,20.0
2025,usa,27.0
2026,usa,46.0
2027,usa,23.0
2028,belgium,42.0
2029,united kingdom,30.0
2031,usa,34.0
2032,usa,29.0
2034,usa,35.0
2035,usa,15.0
2036,usa,49.0
2037,france,56.0
2039,usa,13.0
2040,netherlands,50.0
2042,mexico,31.0
2043,usa,43.0
2044,italy,33.0
2047,usa,21.0
2048,spain,25.0
2049,spain,20.0
2050,united kingdom,48.0
2052,usa,20.0
2053,italy,35.0
2054,usa,25.0
2055,usa,28.0
2056,usa,67.0
2057,ireland,26.0
2058,usa,21.0
2059,usa,27.0
2060,usa,54.0
2062,italy,23.0
2063,usa,16.0
2064,spain,33.0
2065,singapore,16.0
2067,ethiopia,34.0
2068,australia,43.0
2069,usa,48.0
2070,usa,22.0
2071,spain,27.0
2072,spain,26.0
2073,italy,25.0
2079,united kingdom,40.0
2080,new zealand,20.0
2081,switzerland,62.0
2082,usa,14.0
2083,germany,44.0
2085,new zealand,36.0
2086,spain,15.0
2088,usa,19.0
2091,usa,27.0
2092,usa,65.0
2093,albania,19.0
2094,usa,33.0
2095,usa,24.0
2096,usa,62.0
2097,usa,33.0
2098,germany,30.0
2100,usa,26.0
2101,usa,30.0
2102,usa,44.0
2104,usa,38.0
2105,usa,23.0
2107,usa,42.0
2109,canada,27.0
2111,usa,49.0
2112,netherlands,26.0
2113,canada,36.0
2114,usa,23.0
2117,canada,50.0
2118,spain,25.0
2119,usa,36.0
2120,usa,16.0
2121,germany,28.0
2122,usa,31.0
2123,germany,40.0
2124,australia,23.0
2125,usa,62.0
2126,united kingdom,24.0
2128,new zealand,32.0
2131,usa,25.0
2133,germany,15.0
2137,india,45.0
2140,usa,27.0
2142,usa,34.0
2143,usa,22.0
2144,usa,22.0
2145,usa,42.0
2146,usa,57.0
2147,usa,35.0
2148,usa,28.0
2149,canada,54.0
2150,usa,36.0
2151,usa,19.0
2153,usa,30.0
2154,usa,57.0
2156,sweden,20.0
2157,usa,58.0
2158,usa,58.0
2159,usa,26.0
2161,usa,32.0
2162,usa,18.0
2164,usa,50.0
2165,canada,37.0
2166,portugal,31.0
2167,usa,48.0
2168,spain,27.0
2169,usa,49.0
2171,mexico,27.0
2173,germany,29.0
2174,italy,32.0
2175,netherlands,46.0
2176,usa,59.0
2177,usa,28.0
2180,usa,18.0
2181,canada,15.0
2182,united kingdom,62.0
2184,usa,29.0
2185,usa,15.0
2186,usa,27.0
2187,usa,33.0
2188,portugal,21.0
2191,usa,39.0
2192,united kingdom,24.0
2193,usa,52.0
2194,italy,27.0
2195,united kingdom,35.0
2198,usa,23.0
2199,australia,25.0
2200,usa,34.0
2201,united kingdom,34.0
2202,austria,23.0
2204,usa,42.0
2205,iceland,41.0
2206,usa,26.0
2207,usa,34.0
2208,spain,18.0
2210,croatia,41.0
2211,italy,23.0
2212,germany,22.0
2213,germany,15.0
2214,germany,37.0
2215,germany,33.0
2217,germany,37.0
2219,usa,32.0
2220,spain,27.0
2221,germany,27.0
2227,austria,32.0
2228,new zealand,26.0
2229,usa,27.0
2230,usa,44.0
2231,france,35.0
2233,canada,20.0
2234,usa,43.0
2235,canada,16.0
2236,united kingdom,17.0
2237,usa,24.0
2238,usa,34.0
2239,usa,25.0
2241,united kingdom,62.0
2242,usa,42.0
2243,usa,21.0
2244,canada,53.0
2245,usa,30.0
2246,canada,33.0
2247,australia,15.0
2248,germany,19.0
2249,usa,33.0
2250,usa,19.0
2251,usa,76.0
2252,philippines,47.0
2254,usa,16.0
2256,united kingdom,59.0
2257,usa,18.0
2258,usa,21.0
2259,usa,27.0
2260,usa,27.0
2261,usa,59.0
2262,usa,63.0
2263,portugal,28.0
2264,usa,33.0
2265,denmark,32.0
2267,usa,41.0
2268,spain,22.0
2269,spain,19.0
2271,usa,21.0
2272,canada,24.0
2273,spain,27.0
2274,usa,37.0
2275,usa,22.0
2277,argentina,25.0
2278,usa,16.0
2279,germany,18.0
2280,usa,42.0
2282,usa,34.0
2283,usa,18.0
2284,usa,23.0
2285,united kingdom,42.0
2286,usa,31.0
2289,usa,35.0
2291,portugal,51.0
2292,usa,60.0
2293,usa,39.0
2294,usa,25.0
2297,usa,28.0
2298,netherlands,15.0
2299,frederiksberg,57.0
2300,turkey,19.0
2301,usa,24.0
2302,finland,34.0
2303,portugal,30.0
2304,canada,18.0
2306,usa,35.0
2307,usa,41.0
2309,usa,18.0
2310,usa,27.0
2311,usa,26.0
2312,usa,49.0
2314,usa,25.0
2315,italy,31.0
2316,united kingdom,26.0
2317,france,62.0
2318,usa,50.0
2319,usa,43.0
2320,usa,21.0
2321,canada,35.0
2322,usa,24.0
2323,usa,22.0
2325,sweden,23.0
2327,usa,28.0
2328,united kingdom,31.0
2331,portugal,27.0
2332,usa,16.0
2334,netherlands,14.0
2338,usa,57.0
2340,usa,29.0
2341,canada,23.0
2342,spain,60.0
2343,portugal,66.0
2344,usa,48.0
2345,united kingdom,55.0
2346,spain,22.0
2347,usa,55.0
2348,spain,44.0
2350,usa,24.0
2353,united kingdom,42.0
2355,canada,43.0
2356,canada,58.0
2357,usa,35.0
2359,netherlands,38.0
2360,usa,31.0
2361,australia,13.0
2362,usa,58.0
2364,usa,29.0
2365,united kingdom,15.0
2366,usa,16.0
2367,usa,22.0
2368,usa,18.0
2370,malaysia,16.0
2371,usa,22.0
2372,usa,46.0
2373,germany,16.0
2376,usa,38.0
2377,usa,32.0
2378,usa,29.0
2379,united kingdom,29.0
2380,china,34.0
2381,usa,45.0
2382,usa,42.0
2383,spain,37.0
2384,canada,19.0
2385,canada,23.0
2387,united kingdom,43.0
2388,usa,64.0
2390,united kingdom,26.0
2391,pakistan,45.0
2392,spain,47.0
2393,usa,22.0
2394,spain,29.0
2395,usa,43.0
2396,portugal,50.0
2397,usa,41.0
2400,australia,29.0
2401,united kingdom,25.0
2402,united kingdom,21.0
2403,usa,41.0
2405,united kingdom,29.0
2407,usa,46.0
2408,usa,33.0
2409,usa,57.0
2410,china,50.0
2412,usa,22.0
2413,usa,25.0
2417,usa,35.0
2418,the,62.0
2419,usa,20.0
2420,italy,14.0
2421,south africa,32.0
2422,south africa,20.0
2423,united kingdom,26.0
2424,usa,24.0
2425,canada,54.0
2426,usa,58.0
2427,spain,36.0
2428,united kingdom,42.0
2429,canada,8.0
2430,spain,25.0
2431,nigeria,45.0
2432,south africa,37.0
2433,germany,50.0
2434,usa,33.0
2435,finland,22.0
2438,canada,48.0
2440,germany,25.0
2441,united kingdom,18.0
2443,canada,28.0
2444,spain,25.0
2445,italy,21.0
2446,italy,22.0
2447,portugal,45.0
2448,united kingdom,32.0
2449,tehran,12.0
2450,australia,23.0
2452,usa,50.0
2453,usa,22.0
2454,iran,32.0
2456,usa,54.0
2457,canada,24.0
2458,italy,30.0
2459,canada,28.0
2460,usa,48.0
2461,usa,59.0
2463,usa,29.0
2464,usa,25.0
2465,usa,43.0
2466,usa,26.0
2467,usa,45.0
2468,usa,54.0
2469,germany,24.0
2470,usa,22.0
2471,philippines,19.0
2472,usa,35.0
2473,usa,31.0
2474,united kingdom,23.0
2475,usa,25.0
2476,united kingdom,54.0
2477,india,23.0
2478,pakistan,22.0
2479,canada,37.0
2481,usa,28.0
2483,usa,35.0
2484,usa,28.0
2485,usa,23.0
2486,germany,53.0
2487,cuba,46.0
2489,spain,39.0
2490,usa,42.0
2491,italy,36.0
2492,usa,44.0
2493,italy,14.0
2494,russia,27.0
2495,germany,40.0
2496,portugal,18.0
2497,antigua and barbuda,69.0
2498,usa,43.0
2500,usa,25.0
2501,portugal,34.0
2502,germany,35.0
2503,united kingdom,36.0
2504,usa,18.0
2505,usa,61.0
2507,france,57.0
2509,usa,47.0
2510,usa,39.0
2511,greece,31.0
2512,spain,28.0
2513,usa,43.0
2514,switzerland,22.0
2516,spain,21.0
2518,spain,28.0
2519,usa,35.0
2521,usa,48.0
2522,spain,39.0
2523,spain,33.0
2526,italy,41.0
2527,italy,40.0
2528,usa,16.0
2530,australia,32.0
2532,usa,16.0
2533,spain,28.0
2534,canada,49.0
2535,united kingdom,38.0
2536,italy,29.0
2537,canada,28.0
2538,usa,55.0
2539,italy,32.0
2540,usa,46.0
2541,usa,55.0
2542,usa,54.0
2543,germany,16.0
2544,usa,51.0
2547,germany,19.0
2548,france,33.0
2550,france,35.0
2551,usa,30.0
2553,poland,23.0
2554,new zealand,24.0
2555,usa,33.0
2556,usa,54.0
2557,spain,17.0
2558,puerto rico,26.0
2560,usa,48.0
2561,spain,49.0
2563,germany,26.0
2564,australia,58.0
2570,usa,23.0
2571,australia,27.0
2572,italy,36.0
2573,usa,55.0
2575,usa,35.0
2577,usa,59.0
2578,canada,16.0
2581,germany,28.0
2585,france,25.0
2586,canada,36.0
2587,usa,49.0
2588,usa,49.0
2593,usa,34.0
2594,australia,22.0
2600,spain,29.0
2601,australia,18.0
2602,usa,23.0
2603,united kingdom,23.0
2604,usa,22.0
2605,usa,33.0
2606,united kingdom,44.0
2607,usa,38.0
2608,usa,17.0
2609,germany,22.0
2610,australia,21.0
2611,usa,40.0
2612,germany,25.0
2613,usa,42.0
2614,germany,51.0
2616,usa,19.0
2618,canada,18.0
2619,usa,45.0
2620,spain,63.0
2621,usa,45.0
2623,iran,19.0
2624,usa,42.0
2625,greece,21.0
2626,usa,47.0
2627,usa,41.0
2628,australia,26.0
2629,usa,18.0
2631,usa,18.0
2632,usa,47.0
2635,usa,25.0
2636,usa,32.0
2637,united kingdom,25.0
2639,hong kong,44.0
2641,usa,28.0
2642,usa,22.0
2644,usa,27.0
2645,usa,34.0
2646,usa,42.0
2647,usa,58.0
2648,usa,30.0
2649,usa,56.0
2650,usa,38.0
2651,usa,36.0
2652,norway,73.0
2654,usa,46.0
2657,usa,54.0
2659,usa,39.0
2660,germany,27.0
2662,argentina,33.0
2663,italy,55.0
2664,lagos nigeria,23.0
2666,germany,35.0
2667,greece,37.0
2668,usa,36.0
2669,spain,24.0
2670,usa,16.0
2671,united kingdom,22.0
2672,united kingdom,17.0
2673,usa,35.0
2674,italy,50.0
2675,usa,35.0
2676,usa,34.0
2677,canada,46.0
2680,usa,18.0
2681,new zealand,19.0
2682,canada,67.0
2683,usa,17.0
2684,netherlands,40.0
2686,usa,24.0
2689,germany,40.0
2690,usa,35.0
2691,italy,21.0
2692,usa,53.0
2694,germany,58.0
2695,brazil,21.0
2697,italy,52.0
2698,italy,66.0
2699,spain,53.0
2700,usa,29.0
2701,sweden,27.0
2702,italy,58.0
2703,canada,14.0
2704,china,27.0
2706,usa,44.0
2707,sweden,56.0
2708,united kingdom,59.0
2709,sweden,34.0
2710,usa,42.0
2713,australia,47.0
2714,portugal,25.0
2715,usa,36.0
2716,italy,20.0
2717,italy,30.0
2720,australia,15.0
2721,jersey,39.0
2722,usa,51.0
2725,united kingdom,71.0
2726,netherlands,22.0
2727,berlin,44.0
2730,usa,34.0
2732,poland,1.0
2733,germany,48.0
2735,usa,47.0
2736,usa,44.0
2737,usa,19.0
2739,usa,27.0
2740,united kingdom,52.0
2741,usa,50.0
2742,usa,37.0
2743,usa,41.0
2744,usa,72.0
2745,portugal,50.0
2747,germany,42.0
2748,spain,26.0
2750,united kingdom,16.0
2751,usa,21.0
2752,usa,23.0
2753,australia,39.0
2754,usa,35.0
2755,usa,51.0
2756,belarus,49.0
2757,spain,46.0
2758,usa,54.0
2759,usa,27.0
2761,usa,20.0
2762,portugal,26.0
2763,brazil,38.0
2764,poland,44.0
2767,canada,22.0
2771,usa,56.0
2772,canada,20.0
2773,usa,36.0
2774,usa,28.0
2775,usa,23.0
2777,usa,73.0
2778,usa,41.0
2779,portugal,20.0
2780,united kingdom,42.0
2783,germany,43.0
2785,germany,34.0
2786,denmark,27.0
2787,india,26.0
2788,canada,33.0
2791,usa,23.0
2792,spain,32.0
2794,usa,103.0
2795,usa,41.0
2796,usa,32.0
2797,usa,37.0
2800,italy,23.0
2801,portugal,25.0
2802,spain,46.0
2804,usa,53.0
2805,spain,44.0
2806,malaysia,1.0
2809,germany,16.0
2810,portugal,27.0
2811,portugal,22.0
2812,portugal,47.0
2813,usa,20.0
2814,usa,62.0
2815,spain,18.0
2816,spain,18.0
2817,praia,28.0
2818,italy,27.0
2819,france,19.0
2820,indonesia,19.0
2821,spain,30.0
2822,italy,37.0
2823,lithuania,46.0
2824,spain,49.0
2825,indonesia,24.0
2826,spain,37.0
2827,poland,23.0
2828,usa,26.0
2829,spain,68.0
2830,australia,13.0
2831,spain,26.0
2832,usa,60.0
2833,usa,47.0
2834,usa,26.0
2835,usa,24.0
2836,usa,29.0
2838,usa,44.0
2839,usa,45.0
2840,new zealand,18.0
2841,usa,38.0
2842,united kingdom,36.0
2843,germany,25.0
2844,usa,26.0
2845,usa,54.0
2846,united kingdom,26.0
2848,usa,26.0
2849,spain,28.0
2850,usa,31.0
2851,usa,39.0
2852,usa,59.0
2856,usa,29.0
2857,usa,29.0
2858,canada,49.0
2860,germany,35.0
2862,germany,20.0
2865,usa,25.0
2866,usa,15.0
2867,china,23.0
2868,australia,44.0
2870,usa,22.0
2872,usa,19.0
2873,united kingdom,45.0
2874,usa,19.0
2875,united kingdom,33.0
2876,usa,22.0
2877,usa,39.0
2878,usa,41.0
2879,costa rica,19.0
2880,usa,28.0
2881,china,55.0
2884,usa,38.0
2885,usa,33.0
2886,hong kong,29.0
2887,usa,53.0
2888,spain,17.0
2889,usa,17.0
2890,turkey,37.0
2894,spain,24.0
2895,sri lanka,26.0
2897,germany,42.0
2898,spain,30.0
2899,usa,46.0
2901,usa,19.0
2902,malaysia,22.0
2904,sweden,32.0
2905,spain,27.0
2908,sweden,30.0
2909,singapore,57.0
2910,iran,22.0
2911,indonesia,20.0
2912,indonesia,32.0
2913,nigeria,30.0
2915,united kingdom,34.0
2916,egypt,20.0
2917,canada,44.0
2918,usa,23.0
2919,egypt,27.0
2920,netherlands,18.0
2921,canada,45.0
2922,usa,20.0
2923,iran,22.0
2924,china,40.0
2925,spain,22.0
2926,usa,25.0
2927,usa,45.0
2928,usa,25.0
2929,usa,49.0
2930,usa,18.0
2931,germany,40.0
2934,usa,28.0
2937,usa,25.0
2938,usa,43.0
2940,usa,24.0
2941,canada,55.0
2944,nigeria,33.0
2947,usa,63.0
2949,usa,23.0
2951,usa,32.0
2952,usa,23.0
2953,sweden,55.0
2955,pakistan,53.0
2956,usa,31.0
2957,new zealand,34.0
2958,usa,49.0
2959,usa,58.0
2960,italy,24.0
2961,usa,32.0
2963,usa,38.0
2964,usa,21.0
2965,usa,50.0
2966,usa,60.0
2967,usa,29.0
2969,israel,20.0
2970,usa,46.0
2971,china,34.0
2972,usa,60.0
2973,usa,67.0
2975,usa,28.0
2976,guyana,26.0
2978,italy,33.0
2981,thailand,26.0
2983,united kingdom,25.0
2985,united kingdom,17.0
2986,philippines,18.0
2987,usa,45.0
2988,argentina,22.0
2989,colombia,19.0
2990,italy,18.0
2992,usa,34.0
2993,usa,46.0
2994,germany,30.0
2995,usa,61.0
2997,zaragoza,22.0
2998,usa,39.0
2999,china,26.0
3000,usa,17.0
3001,usa,41.0
3002,spain,21.0
3004,mexico,29.0
3005,usa,19.0
3006,portugal,38.0
3007,spain,18.0
3008,usa,17.0
3010,usa,34.0
3011,bosnia and herzegovina,19.0
3012,italy,32.0
3013,spain,18.0
3014,germany,32.0
3015,spain,25.0
3016,usa,35.0
3018,canada,20.0
3019,usa,24.0
3021,usa,28.0
3022,usa,32.0
3024,usa,34.0
3025,usa,27.0
3027,united kingdom,41.0
3028,italy,21.0
3029,spain,20.0
3030,usa,36.0
3031,usa,43.0
3033,italy,50.0
3034,usa,45.0
3036,italy,40.0
3037,usa,28.0
3038,italy,29.0
3040,portugal,25.0
3041,usa,15.0
3042,usa,23.0
3043,spain,34.0
3047,sweden,16.0
3048,usa,14.0
3049,australia,21.0
3050,usa,29.0
3051,germany,18.0
3052,usa,31.0
3054,usa,29.0
3055,germany,24.0
3056,italy,31.0
3057,usa,30.0
3058,finland,25.0
3059,united kingdom,44.0
3060,usa,36.0
3061,usa,19.0
3062,usa,38.0
3064,canada,26.0
3065,cuba,27.0
3067,usa,14.0
3068,italy,35.0
3069,finland,21.0
3070,usa,29.0
3071,usa,40.0
3072,philippines,15.0
3075,poland,31.0
3076,usa,60.0
3078,canada,30.0
3079,usa,32.0
3080,usa,62.0
3082,usa,47.0
3083,usa,56.0
3084,united kingdom,26.0
3085,switzerland,104.0
3086,france,21.0
3087,usa,20.0
3090,usa,23.0
3091,ireland,27.0
3092,france,33.0
3093,usa,46.0
3094,germany,35.0
3097,italy,26.0
3098,united kingdom,34.0
3102,spain,65.0
3103,ireland,25.0
3105,usa,42.0
3106,usa,37.0
3107,portugal,32.0
3108,netherlands,30.0
3109,usa,19.0
3110,italy,25.0
3112,usa,33.0
3114,united kingdom,54.0
3115,mexico,33.0
3116,italy,46.0
3117,spain,23.0
3118,usa,30.0
3119,united kingdom,25.0
3120,usa,20.0
3121,usa,46.0
3122,usa,27.0
3123,usa,25.0
3124,usa,30.0
3125,malaysia,19.0
3126,malaysia,28.0
3127,united kingdom,57.0
3128,usa,27.0
3129,usa,59.0
3130,usa,35.0
3131,usa,30.0
3132,usa,18.0
3133,usa,34.0
3134,usa,40.0
3135,usa,28.0
3136,united kingdom,38.0
3137,usa,26.0
3138,usa,33.0
3139,germany,27.0
3140,usa,34.0
3141,canada,28.0
3143,usa,55.0
3144,usa,32.0
3146,usa,57.0
3147,usa,36.0
3148,usa,49.0
3149,usa,27.0
3151,usa,30.0
3152,canada,50.0
3153,canada,14.0
3155,usa,30.0
3156,usa,30.0
3157,usa,20.0
3158,malaysia,21.0
3159,canada,23.0
3160,usa,23.0
3161,philippines,39.0
3162,usa,33.0
3163,germany,52.0
3164,usa,34.0
3169,usa,32.0
3170,usa,36.0
3171,australia,26.0
3172,usa,32.0
3173,australia,16.0
3174,usa,24.0
3176,usa,30.0
3178,cuba,32.0
3179,france,34.0
3180,malaysia,22.0
3181,spain,21.0
3182,austria,19.0
3183,united kingdom,21.0
3184,spain,18.0
3185,norway,34.0
3187,spain,24.0
3188,usa,29.0
3190,new zealand,28.0
3194,usa,20.0
3195,ireland,36.0
3196,mexico,20.0
3198,united kingdom,44.0
3199,united kingdom,30.0
3201,united kingdom,38.0
3203,canada,29.0
3204,new zealand,23.0
3205,canada,63.0
3206,spain,23.0
3207,spain,35.0
3208,spain,20.0
3209,spain,24.0
3210,malaysia,19.0
3211,france,119.0
3212,spain,18.0
3213,spain,37.0
3214,australia,22.0
3215,spain,30.0
3216,ireland,25.0
3217,sweden,62.0
3218,finland,21.0
3219,germany,36.0
3220,spain,33.0
3221,italy,48.0
3222,united kingdom,15.0
3223,finland,55.0
3225,usa,53.0
3226,canada,37.0
3227,australia,23.0
3228,usa,45.0
3229,usa,39.0
3230,usa,18.0
3231,usa,57.0
3233,usa,22.0
3234,malaysia,25.0
3235,spain,22.0
3238,jordan,41.0
3239,usa,20.0
3240,spain,33.0
3241,spain,43.0
3242,finland,27.0
3244,denmark,31.0
3245,usa,30.0
3246,mexico,44.0
3248,united kingdom,20.0
3249,sri lanka,22.0
3250,usa,18.0
3252,usa,17.0
3253,spain,18.0
3254,usa,52.0
3255,united kingdom,21.0
3256,usa,27.0
3258,philippines,20.0
3259,la argentina,37.0
3263,italy,27.0
3264,netherlands,18.0
3265,canada,38.0
3267,netherlands,61.0
3268,usa,26.0
3269,germany,49.0
3270,usa,21.0
3271,usa,47.0
3272,usa,24.0
3273,canada,44.0
3274,spain,55.0
3275,chile,29.0
3276,canada,40.0
3277,usa,36.0
3278,usa,31.0
3279,malaysia,23.0
3280,usa,30.0
3281,usa,53.0
3284,united kingdom,15.0
3285,portugal,23.0
3286,usa,43.0
3287,australia,14.0
3288,usa,30.0
3290,canada,24.0
3291,canada,18.0
3292,usa,29.0
3294,austria,22.0
3295,usa,32.0
3296,usa,63.0
3297,united kingdom,36.0
3298,canada,31.0
3299,usa,61.0
3300,usa,49.0
3301,usa,19.0
3302,canada,13.0
3303,germany,24.0
3304,angola,19.0
3306,canada,51.0
3308,usa,50.0
3309,usa,37.0
3311,germany,30.0
3312,usa,22.0
3313,usa,61.0
3314,usa,34.0
3316,malaysia,26.0
3317,usa,20.0
3318,usa,54.0
3319,germany,45.0
3322,mexico,39.0
3324,germany,22.0
3325,usa,27.0
3327,italy,41.0
3328,usa,42.0
3330,usa,49.0
3333,usa,14.0
3334,united kingdom,29.0
3335,spain,47.0
3336,spain,25.0
3337,spain,15.0
3338,usa,39.0
3339,usa,34.0
3340,italy,22.0
3341,united kingdom,62.0
3342,usa,21.0
3345,united kingdom,24.0
3348,usa,24.0
3349,ireland,24.0
3352,belgium,26.0
3353,germany,23.0
3354,slovenia,24.0
3356,usa,17.0
3358,usa,58.0
3359,usa,21.0
3360,philippines,34.0
3361,malaysia,23.0
3362,usa,29.0
3365,united kingdom,21.0
3366,spain,29.0
3367,portugal,30.0
3369,usa,60.0
3370,usa,29.0
3372,ireland,26.0
3375,usa,57.0
3376,canada,26.0
3377,usa,27.0
3378,united kingdom,22.0
3380,usa,45.0
3381,algeria,17.0
3382,australia,25.0
3383,italy,33.0
3384,malaysia,13.0
3387,spain,24.0
3389,united kingdom,32.0
3390,canada,21.0
3392,spain,18.0
3393,usa,55.0
3394,spain,21.0
3397,italy,17.0
3398,andorra,29.0
3399,italy,25.0
3401,usa,23.0
3403,madrid,39.0
3404,canada,44.0
3405,italy,49.0
3406,indonesia,32.0
3407,usa,49.0
3409,usa,16.0
3410,usa,61.0
3411,usa,20.0
3412,portugal,29.0
3413,spain,35.0
3414,singapore,21.0
3415,argentina,16.0
3417,usa,31.0
3419,usa,53.0
3420,usa,18.0
3421,usa,40.0
3424,spain,28.0
3425,spain,27.0
3426,spain,20.0
3428,canada,39.0
3429,usa,19.0
3430,germany,37.0
3431,usa,18.0
3434,pakistan,58.0
3436,united kingdom,26.0
3438,germany,21.0
3439,usa,24.0
3440,usa,49.0
3441,usa,39.0
3442,portugal,30.0
3443,usa,30.0
3444,spain,48.0
3445,usa,45.0
3446,usa,47.0
3447,new zealand,34.0
3448,nigeria,20.0
3450,kyrgyzstan,22.0
3451,thailand,20.0
3453,usa,26.0
3454,usa,36.0
3455,canada,49.0
3456,usa,54.0
3457,usa,18.0
3458,australia,28.0
3459,australia,29.0
3461,australia,35.0
3464,germany,30.0
3465,australia,28.0
3466,united kingdom,32.0
3468,usa,26.0
3469,united kingdom,37.0
3470,usa,23.0
3473,usa,37.0
3474,united kingdom,38.0
3475,usa,35.0
3476,ireland,26.0
3478,usa,36.0
3482,usa,47.0
3483,usa,31.0
3484,usa,45.0
3485,australia,60.0
3486,usa,41.0
3487,usa,57.0
3489,united kingdom,46.0
3490,australia,13.0
3491,new zealand,15.0
3494,netherlands,24.0
3495,usa,32.0
3496,usa,49.0
3497,germany,50.0
3498,usa,24.0
3499,usa,30.0
3500,usa,55.0
3501,usa,67.0
3503,usa,23.0
3504,germany,32.0
3505,usa,30.0
3507,usa,27.0
3510,usa,57.0
3511,usa,42.0
3513,china,50.0
3514,usa,22.0
3515,india,22.0
3516,india,24.0
3517,india,47.0
3518,usa,18.0
3520,usa,20.0
3521,canada,96.0
3522,usa,34.0
3523,venezuela,16.0
3524,usa,27.0
3525,new zealand,38.0
3526,usa,28.0
3527,united kingdom,45.0
3530,mexico,48.0
3531,usa,40.0
3532,usa,59.0
3535,united kingdom,18.0
3536,united kingdom,28.0
3539,spain,31.0
3540,usa,24.0
3541,usa,37.0
3545,venezuela,27.0
3547,usa,36.0
3548,usa,31.0
3551,usa,37.0
3552,spain,41.0
3553,canada,34.0
3554,usa,11.0
3555,italy,30.0
3557,canada,63.0
3558,usa,56.0
3559,spain,34.0
3560,usa,34.0
3561,portugal,27.0
3562,united kingdom,38.0
3563,usa,47.0
3565,canada,25.0
3566,usa,42.0
3567,australia,23.0
3568,usa,1.0
3571,canada,34.0
3572,usa,26.0
3573,usa,32.0
3574,usa,31.0
3575,usa,35.0
3576,usa,33.0
3577,usa,41.0
3579,spain,33.0
3581,australia,33.0
3582,usa,35.0
3584,united kingdom,46.0
3585,usa,27.0
3586,usa,46.0
3587,usa,47.0
3588,usa,31.0
3589,usa,34.0
3590,usa,36.0
3591,usa,30.0
3592,usa,18.0
3595,pakistan,14.0
3597,india,16.0
3598,panama,67.0
3600,usa,18.0
3602,usa,22.0
3603,usa,34.0
3604,usa,26.0
3606,usa,28.0
3607,usa,48.0
3608,united kingdom,31.0
3609,usa,30.0
3610,usa,59.0
3611,usa,50.0
3612,germany,23.0
3613,canada,29.0
3614,australia,28.0
3616,usa,33.0
3617,india,30.0
3618,finland,16.0
3619,usa,43.0
3620,usa,29.0
3621,usa,23.0
3622,csa,39.0
3623,finland,28.0
3624,usa,48.0
3625,italy,33.0
3626,new zealand,43.0
3627,usa,36.0
3629,canada,49.0
3631,usa,33.0
3633,canada,34.0
3634,usa,23.0
3635,taiwan,14.0
3636,pakistan,77.0
3637,usa,18.0
3638,usa,30.0
3639,spain,17.0
3641,usa,34.0
3642,usa,26.0
3644,usa,43.0
3646,usa,27.0
3649,united kingdom,44.0
