uid,isbn,cluster,summary
230387,0373484224,3,their immigrant roots warm boisterous family life made passionate strong their charm makes irresistible
117740,0446354732,3,racing life-and-death decisions big major hospital tension-packed fireworks murder trial nothing lasts forever lays ambitions fears healers killers lovers betrayers
117740,0786011440,3,when strange accidents begin happening infant social worker kate mcdonald husband paul deputy da accused child abuse enter nightmarish world forces kate confront dark secrets past
117740,0942637364,3,in unauthorized portrait kitty kelley author uncovers secrets woman destroyed reputations frank sinatra jacqueline onassis elizabeth taylor nancy reagan
239345,0375707972,2,at age fifteen michael berg falls love woman disappears observing trial law student years shocked discover woman defendant horrible crime
151513,0385491085,3,a sardonic bored wife anti-nuclear activist fantastic adventure canada italy involving literary fame blackmailing reporter menacing plots passionate trysts life death reissue
178696,0385491085,3,a sardonic bored wife anti-nuclear activist fantastic adventure canada italy involving literary fame blackmailing reporter menacing plots passionate trysts life death reissue
226976,0446606812,4,what unexpected miraculous-an encounter embraces hopes finding special love timeless everlasting nicholas sparks exquisitely chronicles human heart
226976,0446607207,4,computer whiz ashley patterson convinced stalked
178362,0446607207,0,computer whiz ashley patterson convinced stalked
204812,0446607207,0,computer whiz ashley patterson convinced stalked
208828,0446607207,0,computer whiz ashley patterson convinced stalked
226976,0671027573,4,now jaine neighbor unpredictable police detective puzzle solved dream mr perfect chilling nightmare
226976,0812511069,4,on planet destiny jemmy blocher kills laborer flees life long road forged mysterious cavorite crew disappeared 250 years earlier
74043,0812511069,3,on planet destiny jemmy blocher kills laborer flees life long road forged mysterious cavorite crew disappeared 250 years earlier
30456,0553247921,3,hiroshima story human beings lived greatest single manmade disaster history
54378,0553272586,0,the american-born author describes family experiences impressions forced relocate camp japanese owens valley california called manzanar world war ii detailing
37932,0553569074,0,a collection inspirational messages presents author insights topics friendship grace spirit family healing
18147,0670869902,0,presents humorous woman unexpectedly finds love losing mind
207916,0670869902,0,presents humorous woman unexpectedly finds love losing mind
31672,0671644475,0,lovely zared peregrine pride family treasure rough-hewn brothers strive cost protect ancient enemies howards
31672,0671744623,0,jamie montgomery impoverished elizabethan knight elated assigned escort axia lancaster heiress castle betrothed
163154,0671744623,0,jamie montgomery impoverished elizabethan knight elated assigned escort axia lancaster heiress castle betrothed
124734,0805008950,3,chronicles native american life early twentieth century cultures clash women struggle maintain pride heritage
21680,0441004016,0,a time travel combines action adventure surreal bizarre
53214,0441004016,2,a time travel combines action adventure surreal bizarre
211938,0441001335,0,opening night mary place draws packed house including lucky duck talent defying laws probability member ireland fairy folk mysterious stranger carrying deadly secret
74583,1853261750,3,the world created ruling classes accommodate goodness idiot 39the chief him39 -thus dostoyevsky described prince myshkin hero remarkable
84316,0140272658,2,dave travels india liz hoping bed liz travels dave wanting companion voyage self-discovery this satire backpackers
76250,0330376136,3,partially incapacitated stroke thom kincaid travels back wooded land grew recuperate
142072,0312140940,0,grady tripp pot-smoking middle aged novelist stalled 2611 page opus titled wonder boys
46850,0345285549,3,reissue the elfstones of shannara the magical ellcrys tree dying loosening spell bars demons enacting vengeance land
205349,0345285549,3,reissue the elfstones of shannara the magical ellcrys tree dying loosening spell bars demons enacting vengeance land
142014,0380754843,3,jewls quotthat gravity i39ve teach gravity computer showed lot quickerquot that things happen wayside school there 29 kids mrs jewls class book
193425,0380754843,3,jewls quotthat gravity i39ve teach gravity computer showed lot quickerquot that things happen wayside school there 29 kids mrs jewls class book
142014,0590939750,3,missing wilderness roots mother moves busy suburb shana cody convince mother handle responsibilities staying woodland cabin unsupervised troublesome results reprint
194771,044100962X,3,apprentice magician skeeve mentor aahz tanda former assassin journey kowtow realm retrieve golden cow gold-laced milk match wits gang vegetarian cowboys
194771,0743457269,3,hailed worldwide romantic novels time a knight shining armor glorious love story spans centuries worlds souls it epitome womans fantasy daily herald chicago
30569,0743457269,3,hailed worldwide romantic novels time a knight shining armor glorious love story spans centuries worlds souls it epitome womans fantasy daily herald chicago
118589,0743457269,3,hailed worldwide romantic novels time a knight shining armor glorious love story spans centuries worlds souls it epitome womans fantasy daily herald chicago
194771,0688169112,3,counting year year 1 104 fascinating collection human feats follies suspect lives start passed
174076,0553234811,0,ayla shares lonely valley herd steppe ponies harnesses power discovers speech love jondalar member race
